op_name,0,1,delta_vec4,n_correct
34_InstanceNorm,3.231428100564386,4.085448384284973,0.8540202837205872,52
34_VanillaRNNHidden,0.6696773821588062,2.9093761824899254,2.2396988003311193,35
35_Conv2d_Subtract_HardSwish_MaxPool_Mish,1.2579214607560358,0.0,-1.2579214607560358,35
35_GroupNorm_,1.2356889039948302,1.37812628732287,0.14243738332803968,48
35_LTSM,0.3473591818763104,0.3384960440089314,-0.008863137867378967,30
36_ConvTranspose2d_Min_Sum_GELU_Add,1.0507522046868571,1.014696981977014,-0.03605522270984318,50
36_LTSMHn,0.6965038245302391,0.0,-0.6965038245302391,14
36_RMSNorm_,1.9160571511471745,0.0,-1.9160571511471745,37
37_FrobeniusNorm_,1.3197320724220434,0.9488014603507589,-0.3709306120712845,56
37_LTSMCn,0.13315203749137394,0.5159932187885227,0.3828411812971487,9
37_Matmul_Swish_Sum_GroupNorm,1.207910685075654,1.2800715831451086,0.07216089806945458,57
38_ConvTranspose3d_AvgPool_Clamp_Softmax_Multiply,0.9882107582966567,0.0,-0.9882107582966567,36
38_L1Norm_,1.2564786638204868,1.814913625518481,0.5584349616979942,54
39_GRU,1.1293024619994974,1.1424055092829115,0.01310304728341416,20
39_Gemm_Scale_BatchNorm,0.7098241619867822,0.0,-0.7098241619867822,32
39_L2Norm_,1.1759806734820208,1.2165317311882973,0.04055105770627643,54
3_Batched_matrix_multiplication,0.2341143149061498,0.2488738330046092,0.014759518098459379,54
3_ConvTranspose3d_Sum_LayerNorm_AvgPool_GELU,1.2854929454428796,1.011241166664302,-0.27425177877857765,27
3_DeepNarrowMLP,4.066587710867123,0.0,-4.066587710867123,50
40_LayerNorm,2.4583874975593347,7.897509933679889,5.439122436120554,35
40_Matmul_Scaling_ResidualAdd,2.493845637549054,0.876386930436863,-1.6174587071121909,46
41_GRUBirectional,1.421110577469374,0.0,-1.421110577469374,1
41_Gemm_BatchNorm_GELU_GroupNorm_Mean_ReLU,0.1927322777761083,0.4761620980350911,0.2834298202589828,10
41_Max_Pooling_1D,1.0142841243318148,0.0,-1.0142841243318148,53
42_ConvTranspose2d_GlobalAvgPool_BiasAdd_LogSumExp_Sum_Multiply,2.546423498321982,3.092085676533835,0.5456621782118534,31
42_GRUBidirectionalHidden,1.7808439315187754,0.0,-1.7808439315187754,2
42_Max_Pooling_2D,1.1375992205636254,1.099679246544838,-0.03791997401878744,190
43_Conv3d_Max_LogSumExp_ReLU,0.9774936476783572,1.050220161187844,0.07272651350948667,41
43_Max_Pooling_3D,1.0586420228788973,0.0,-1.0586420228788973,42
43_MinGPTCausalAttention,0.491000367330354,1.1746175991767531,0.6836172318463991,77
44_Average_Pooling_1D,1.2375516816973686,1.1491551330046994,-0.08839654869266922,54
44_ConvTranspose2d_Multiply_GlobalAvgPool_GlobalAvgPool_Mean,1.0422169826997671,1.0931817334571106,0.05096475075734341,50
44_MiniGPTBlock,0.9592996930931408,1.0691617371112734,0.1098620440181326,36
45_Average_Pooling_2D,1.7564236616887967,0.0,-1.7564236616887967,42
45_Gemm_Sigmoid_Sum_LogSumExp,3.98557415852944,0.0,-3.98557415852944,33
45_UNetSoftmax,0.9813725912974478,0.0,-0.9813725912974478,32
46_Average_Pooling_3D,1.7104718350404737,1.1316731722667963,-0.5787986627736774,57
46_Conv2d_Subtract_Tanh_Subtract_AvgPool,1.1652070952921496,0.0,-1.1652070952921496,53
46_NetVladWithGhostClusters,1.9101999126947844,0.0,-1.9101999126947844,34
47_Conv3d_Mish_Tanh,1.0160049167248086,1.0751896691553802,0.05918475243057153,59
47_NetVladNoGhostClusters,1.0658541509697028,0.664661858188972,-0.40119229278073076,33
47_Sum_reduction_over_a_dimension,1.0110284201800823,0.0,-1.0110284201800823,45
48_Conv3d_Scaling_Tanh_Multiply_Sigmoid,1.254249355457853,1.275655141220382,0.02140578576252894,59
48_Mean_reduction_over_a_dimension,0.9319666115676656,0.5463252550569073,-0.38564135651075826,46
49_ConvTranspose3d_Softmax_Sigmoid,1.5202264068323812,0.0,-1.5202264068323812,48
49_Mamba2ReturnFinalState,4.002904958939284,4.453231766819954,0.4503268078806695,50
49_Max_reduction_over_a_dimension,0.6670076917443011,0.0,-0.6670076917443011,49
4_Conv2d_Mish_Mish,0.9472004752209846,0.8399702327431373,-0.10723024247784729,198
4_LeNet5,2.124185860157013,2.0197177031001106,-0.10446815705690238,46
4_Matrix_vector_multiplication_,0.20864788666200035,0.48720500299845726,0.2785571163364569,44
50_ConvTranspose3d_Scaling_AvgPool_BiasAdd_Scaling,0.3406691032352508,0.0,-0.3406691032352508,25
50_Product_reduction_over_a_dimension,1.1983056614114034,1.7752676465354122,0.5769619851240089,52
50_ReLUSelfAttention,1.0888135068176683,1.1233919506434726,0.03457844382580433,42
51_Argmax_over_a_dimension,1.0977214661197385,0.0,-1.0977214661197385,50
51_Gemm_Subtract_GlobalAvgPool_LogSumExp_GELU_ResidualAdd,0.9177281436595052,0.8412507983545462,-0.07647734530495898,50
52_Argmin_over_a_dimension,1.007639958212773,0.0,-1.007639958212773,38
52_Conv2d_Activation_BatchNorm,1.1168610718515184,0.0,-1.1168610718515184,48
53_Gemm_Scaling_Hardtanh_GELU,1.6740266647603776,1.6740266647603776,0.0,48
53_Min_reduction_over_a_dimension,1.3361944713526304,0.0,-1.3361944713526304,42
54_Conv2d_Multiply_LeakyReLU_GELU,1.1224222388306653,0.0,-1.1224222388306653,54
55_Matmul_MaxPool_Sum_Scale,3.7283341267279217,0.0,-3.7283341267279217,39
55_conv_standard_2D__asymmetric_input__square_kernel,0.1665134234039971,0.2501214292481982,0.08360800584420108,36
56_Matmul_Sigmoid_Sum,3.3120377255337576,0.0,-3.3120377255337576,40
56_conv_standard_2D__asymmetric_input__asymmetric_kernel,0.10938125121039005,0.0,-0.10938125121039005,38
57_Conv2d_ReLU_HardSwish,1.4328640841302416,0.0,-1.4328640841302416,51
57_conv_transposed_2D__square_input__square_kernel,0.0148246007025703,0.0,-0.0148246007025703,48
58_ConvTranspose3d_LogSumExp_HardSwish_Subtract_Clamp_Max,0.9997677158665011,0.0,-0.9997677158665011,9
58_conv_transposed_3D__asymmetric_input__asymmetric_kernel,0.0366683495229968,0.0,-0.0366683495229968,32
59_Matmul_Swish_Scaling,1.1267295250525842,1.1563803020276522,0.029650776975068016,62
5_AlexNet,0.4626535356307324,0.3523921048400378,-0.11026143079069461,37
5_ConvTranspose2d_Subtract_Tanh,1.0248654418521457,0.0,-1.0248654418521457,50
5_Matrix_scalar_multiplication,0.7857664558987137,0.9939743032872352,0.2082078473885215,62
60_ConvTranspose3d_Swish_GroupNorm_HardSwish,1.0806164363612512,1.1433551438745642,0.06273870751331301,46
60_conv_standard_3D__square_input__asymmetric_kernel,0.1102456699571189,0.0,-0.1102456699571189,34
61_ConvTranspose3d_ReLU_GroupNorm,0.8950506107530731,1.1737236002061224,0.2786729894530493,23
62_Matmul_GroupNorm_LeakyReLU_Sum,0.9229235351085664,0.8266828456186355,-0.09624068948993092,34
62_conv_standard_2D__square_input__asymmetric_kernel,0.1203781480573195,0.0,-0.1203781480573195,35
63_Gemm_ReLU_Divide,0.6290003101327526,0.571469793962074,-0.057530516170678614,47
63_conv_standard_2D__square_input__square_kernel,0.13923658355482432,0.0,-0.13923658355482432,44
64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU,0.3042671783470813,0.37873104390376144,0.07446386555668016,27
64_conv_transposed_1D,0.8351540362293071,0.0,-0.8351540362293071,44
65_Conv2d_AvgPool_Sigmoid_Sum,1.9675900361367635,0.0,-1.9675900361367635,51
65_conv_transposed_2D__square_input__asymmetric_kernel,0.0444266245891385,0.0,-0.0444266245891385,40
66_Matmul_Dropout_Mean_Softmax,2.0224666222929955,4.719088785350323,2.6966221630573273,43
67_Conv2d_GELU_GlobalAvgPool,0.8670715805219144,1.3705324982443163,0.503460917722402,48
67_conv_standard_1D,1.085270267839615,1.0465106154167718,-0.038759652422843294,51
68_Matmul_Min_Subtract,1.2409424311236332,2.619767354594337,1.3788249234707037,50
69_Conv2d_HardSwish_ReLU,1.0988298607499976,1.128527965094592,0.029698104344594523,43
69_conv_transposed_2D__asymmetric_input__asymmetric_kernel,0.1054808630474976,0.0,-0.1054808630474976,35
6_Conv3d_Softmax_MaxPool_MaxPool,1.0250455118230477,0.0,-1.0250455118230477,30
6_GoogleNetInceptionModule,0.7387251366760359,0.8541135034521896,0.11538836677615372,37
6_Matmul_with_large_K_dimension_,0.0638164495344341,0.0,-0.0638164495344341,27
70_Gemm_Sigmoid_Scaling_ResidualAdd,1.0446578991122362,1.0322214955513762,-0.012436403560859954,56
71_Conv2d_Divide_LeakyReLU,1.0884550253027363,1.1178727286892969,0.02941770338656058,50
71_conv_transposed_2D__asymmetric_input__square_kernel,0.0486367865721864,0.9955508058721368,0.9469140192999504,34
72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool,1.007578736446899,0.0,-1.007578736446899,41
72_conv_transposed_3D_asymmetric_input_asymmetric_kernel___strided_padded_grouped_,0.5201448822223389,0.0,-0.5201448822223389,37
73_Conv2d_BatchNorm_Scaling,0.058984443260372,0.0,-0.058984443260372,16
74_ConvTranspose3d_LeakyReLU_Multiply_LeakyReLU_Max,1.0170285204571266,1.0230543733644886,0.006025852907362017,21
74_conv_transposed_1D_dilated,1.7912184121087191,0.0,-1.7912184121087191,55
75_Gemm_GroupNorm_Min_BiasAdd,0.9742156411944465,0.7952420890112133,-0.1789735521832332,36
75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__,0.36405944548445096,0.3788979967611566,0.014838551276705636,49
76_Gemm_Add_ReLU,0.17045361721906355,0.5774038381164655,0.4069502208974019,52
76_conv_standard_1D_dilated_strided__,1.6473854193463922,0.0,-1.6473854193463922,46
77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool,0.9755413082633952,1.0016385916691677,0.026097283405772442,34
78_ConvTranspose3d_Max_Max_Sum,0.9831281291881812,0.0,-0.9831281291881812,37
78_conv_transposed_2D_asymmetric_input_asymmetric_kernel___padded__,0.0439825734298805,0.0,-0.0439825734298805,27
79_conv_transposed_1D_asymmetric_input_square_kernel___padded____strided____dilated__,0.7094296813011169,0.7389892513553301,0.02955957005421317,52
7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd,1.2956094857840064,1.3759573608713864,0.08034787508738006,252
7_GoogleNetInceptionV1,1.2280317722604852,1.274331166045756,0.046299393785270704,32
7_Matmul_with_small_K_dimension_,0.2574190157819964,0.23558215351209566,-0.021836862269900725,55
80_Gemm_Max_Subtract_GELU,1.0017016108414922,0.8687025734356472,-0.13299903740584507,39
80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__,0.12416536638649164,0.2186731023703371,0.09450773598384546,49
81_Gemm_Swish_Divide_Clamp_Tanh_Clamp,1.3263190263196043,2.10000512500604,0.7736860986864358,52
81_conv_transposed_2D_asymmetric_input_square_kernel___dilated____padded____strided__,0.0322728551357083,0.0,-0.0322728551357083,36
82_Conv2d_Tanh_Scaling_BiasAdd_Max,1.2599246009536411,0.0,-1.2599246009536411,42
82_conv_depthwise_2D_square_input_square_kernel,0.8580217567773966,0.0,-0.8580217567773966,56
83_conv_depthwise_2D_square_input_asymmetric_kernel,1.4450995508452942,0.0,-1.4450995508452942,48
84_Gemm_BatchNorm_Scaling_Softmax,0.6185993552207947,1.4227785170078278,0.8041791617870331,21
84_conv_depthwise_2D_asymmetric_input_square_kernel,0.8521386235952377,0.0,-0.8521386235952377,38
85_Conv2d_GroupNorm_Scale_MaxPool_Clamp,1.060736244139464,0.0,-1.060736244139464,32
85_conv_depthwise_2D_asymmetric_input_asymmetric_kernel,1.0407635401333533,0.8576961385237204,-0.18306740160963286,59
86_Matmul_Divide_GELU,0.6215766209329591,0.7112634731477756,0.08968685221481654,54
86_conv_depthwise_separable_2D,0.5782451135692773,0.0,-0.5782451135692773,31
87_Conv2d_Subtract_Subtract_Mish,1.1654550298338844,0.0,-1.1654550298338844,47
87_conv_pointwise_2D,0.2380627100289535,0.0,-0.2380627100289535,2
88_Gemm_GroupNorm_Swish_Multiply_Swish,1.675272360444069,0.0,-1.675272360444069,33
88_MinGPTNewGelu,4.626883992127009,5.398031324148178,0.7711473320211688,62
89_ConvTranspose3d_MaxPool_Softmax_Subtract_Swish_Max,0.3560306532793427,0.0,-0.3560306532793427,28
89_cumsum,0.162300424582047,0.0,-0.162300424582047,55
8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,1.0556630920945551,0.0,-1.0556630920945551,47
8_Matmul_with_irregular_shapes_,0.3339624225548811,0.8007009383852536,0.46673851583037246,40
8_ResNetBasicBlock,0.9768489488335544,0.9889230088250226,0.012074059991468156,44
90_Conv3d_LeakyReLU_Sum_Clamp_GELU,1.1636661921653637,1.246470723404392,0.0828045312390282,43
90_cumprod,0.0389422939486641,0.0,-0.0389422939486641,35
91_ConvTranspose2d_Softmax_BiasAdd_Scaling_Sigmoid,1.730480507099429,0.0,-1.730480507099429,48
91_cumsum_reverse,0.9834097905291452,0.0,-0.9834097905291452,28
92_Conv2d_GroupNorm_Tanh_HardSwish_ResidualAdd_LogSumExp,0.626183346490175,0.3575368634533807,-0.26864648303679434,28
93_ConvTranspose2d_Add_Min_GELU_Multiply,1.411449909210205,1.4752442553891976,0.06379434617899249,50
93_masked_cumsum,0.0357162332374777,0.0,-0.0357162332374777,37
94_Gemm_BiasAdd_Hardtanh_Mish_GroupNorm,1.2759460192738157,1.0938525084260342,-0.18209351084778147,41
94_MSELoss,0.972760622115696,1.0335581609979272,0.06079753888223116,61
95_CrossEntropyLoss,8.157710460099308,0.0,-8.157710460099308,51
95_Matmul_Add_Swish_Tanh_GELU_Hardtanh,1.06371209025383,1.2663239169688452,0.2026118267150152,52
96_ConvTranspose3d_Multiply_Max_GlobalAvgPool_Clamp,1.159221787643516,1.1275147489190287,-0.031707038724487324,34
96_HuberLoss,1.34638836607337,1.4687873084436764,0.12239894237030646,60
97_CosineSimilarityLoss,5.459388451916831,5.879341409756587,0.4199529578397563,58
97_Matmul_BatchNorm_BiasAdd_Divide_Swish,1.058523482518178,0.0,-1.058523482518178,46
98_KLDivLoss,2.223908502076353,2.223908502076353,0.0,256
98_Matmul_AvgPool_GELU_Scale_Max,0.7339100949548738,0.7996631260865774,0.06575303113170361,47
99_Matmul_GELU_Softmax,2.136957903320973,2.136957903320973,0.0,40
99_TripletMarginLoss,2.39772739864531,3.3568183581034345,0.9590909594581247,44
9_Matmul_Subtract_Multiply_ReLU,4.054423421621323,3.7648217486483713,-0.28960167297295136,175
9_ResNet18,1.2898509524399426,1.3274539971339965,0.037603044694053844,155
9_Tall_skinny_matrix_multiplication_,0.3920756637303374,0.0,-0.3920756637303374,45
